id,Location,Chips,Cost,Hunger,Length,Circum,Volume,overall,Reviewer,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa49,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Neighborhood,Yelp,Google,california,carne_asada,carnitas,california_everything,local,surf_and_turf,al_pastor,adobada,surfin_california,burrito_forstat,None,utc,miramar,north_park,clairemont,linda_vista,la_jolla,encinitas,carlsbad,oceanside,hillcrest,san_marcos,pacific_beach,downtown,university_heights,kearny_mesa,carmel_valley,taco_villa,lucha_libre_north_park,california_burritos,rigoberto_s_taco_shop,taco_stand,los_tacos,lolita_s_taco_shop,vallarta_express,los_primos_mexican_food,el_zarape,valentine_s_mexican_food,valentines_mexican_food,tony_s_fresh_mexican_food,cancun_mexican_&_seafood,lupe_s_taco_shop,length_na,length_25,length_50,circum_na,circum_25,circum_50,volume_na,volume_25,volume_50,yelp_na,yelp_25,yelp_50,google_na,google_25,google_50,neg,pos,compound,good_grade
367,valentines mexican food,0,-0.2124222479992776,0.6236459348878599,19.5,21,0.68,3.9,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,downtown,4,4,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
19,rigoberto's taco shop la jolla,0,-0.4466717483936362,0.6236459348878599,null,null,null,3,leo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,2.5,4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
54,porkyland,1,0.7915041822622603,0.005724215453194856,null,null,null,4,scott,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,carmel valley,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
296,gloria's taco shop,0,-0.9486349635244051,-0.6121975039814702,19.5,22,0.75,2.7,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,south park,4,4.3,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,1.868526278799459,1.2297978294552394,0
0,donato's taco shop,0,-0.38643616257794405,-0.6121975039814702,null,null,null,3.8,scott,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,3.5,4.2,1,0,0,0,0,0,0,0,0,california,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,3.0986783485015574,1.555792698391475,1
277,el portal fresh mexican grill,0,-0.24588646234132874,0.3146850751705274,18,22.5,0.73,3.75,emily,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4.4,0,0,1,0,0,0,0,0,0,carnitas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
287,valentines mexican food,0,0.5572546818679016,0.005724215453194856,null,null,null,4.7,@danjlurie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,downtown,4,4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
348,roberto's taco shop hillcrest,0,-0.0451011762890213,0.005724215453194856,19.5,21.5,0.72,2.8,scott,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hillcrest,4,4.2,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
415,valentine's mexican food,0,-0.2124222479992776,-0.6121975039814702,19,25,0.94,4,derek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
112,rigoberto's taco shop,0,0.0017487237898506558,0.6236459348878599,null,null,null,4.8,erica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,0,0,0,0,0,1,0,0,al pastor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
113,taco surf pb,0,0.04859862386872202,0.005724215453194856,20,23,0.84,4.4,scott,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pacific beach,4,4.6,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
155,lolita's taco shop,0,-0.0451011762890213,-1.600872255076934,18,25,0.9,2.3,scott,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
167,california burritos,0,-0.5470643914197902,1.85948937375719,23,21.5,0.85,4.2,alejandro,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linda vista,4.5,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
299,mr. ruribertos taco shop,0,0.45686203884174764,0.6236459348878599,19.5,21,0.68,3,brent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mission beach,3.5,3.7,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2.8748129732237993,0.864199226723833,-0.8871107702152891,0
385,taco stand,0,0.550561838999491,1.85948937375719,20,21.5,0.74,4.5,ben s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la jolla,4.5,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
237,el torrito foods,0,-1.0557204494189694,0.6236459348878599,23.5,19,0.68,3.1,scott,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vista,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.23685624780129297,2.5044019863266307,1.555792698391475,0
241,rigoberto's taco shop,0,0.3899336101576453,1.241567654322525,26,24.5,1.24,2.7,scott,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miramar,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
347,los tacos 2,0,1.9292874698920026,0.8708146226617262,22,21,0.77,2.8,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oceanside,4.5,5,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
22,lolita's taco shop,0,-1.0490276065505593,-1.2301192234161353,null,null,null,3.5,emily,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kearny mesa,4,4.4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
198,lucha libre north park,0,0.7915041822622603,0.005724215453194856,20,22,0.77,3.6,katie,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,north park,3.5,4.3,0,0,0,0,0,1,0,0,0,Special Burrito,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
330,california burritos,0,-0.2124222479992776,0.6236459348878599,null,null,null,4.5,justin c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,1,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
414,valentine's mexican food,0,-1.0490276065505593,-1.8480409428508004,19,23,0.8,4.8,claire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
130,colima's,1,0.7915041822622603,0.6236459348878599,null,null,null,4.9,brian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
196,lucha libre north park,0,0.7915041822622603,0.5000615910009268,null,null,null,2.4,bankole,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,north park,3.5,4.3,0,0,0,0,0,1,0,0,0,Special Burrito,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.172865580601681,-0.41943771557400883,-1.6613485839388482,0
7,nico's taco shop,0,-0.05179401915743141,0.6236459348878599,null,null,null,3,emily,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carmel valley,3,2.9,0,0,1,0,0,0,0,0,0,carnitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
77,taco stand,0,0.6241831105520039,0.6236459348878599,21.59,null,null,4.9,sage,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,-0.23685624780129297,2.201321041617418,3.1841206043406505,1
34,el zarape,1,-0.5470643914197902,-3.7018061011547956,null,null,null,3.33333,kelsey,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,university heights,4,4.4,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,0
184,king burrito,0,-1.1895773067871744,0.005724215453194856,22.5,20.5,0.75,2.5,scott,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oceanside,4,3.9,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.827124556043338,-0.41943771557400883,-2.2252538496492553,0
188,carmen's mexican food,0,-0.3797433197095339,1.85948937375719,21,21,0.74,4,brent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4.2,0,1,0,0,0,0,0,0,0,carne asada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
399,taco villa,0,-0.7210783059984567,1.85948937375719,22,19,0.63,4,nuttida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,utc,3.5,3.5,0,0,1,0,0,0,0,0,0,carnitas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,1.3633913709507712,2.1826742456009276,1
126,el nopalito,1,-1.470676707260405,-1.8480409428508004,19,23.5,0.83,2.6,scott,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,encinitas,4,4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.8852783167292295,0.5195189366623754,-1.7453169592709086,0
202,lucha libre north park,0,0.7915041822622603,-3.0838843817201305,null,null,null,3.5,ashley g,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,north park,3.5,4.3,0,0,0,0,0,0,0,0,1,surfin california,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,2.7718263493053477,2.6255662645092475,0
228,roberto's taco shop clairemont,0,0.14899126689487605,0.2528929032270611,null,null,null,4,luis,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clairemont,4,4,0,0,0,0,0,0,0,0,0,Special Burrito,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
274,ortiz's taco shop #2,0,-0.4533645912620469,1.241567654322525,22.5,20.5,0.75,4.2,shijia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pacific beach,4,4.2,1,0,0,0,0,0,0,0,0,california,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
262,california burritos,0,-0.0451011762890213,0.6236459348878599,22.5,21,0.79,5,hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linda vista,4.5,4.4,0,0,0,0,0,1,0,0,0,Special Burrito,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
325,california burritos,0,-0.3797433197095339,1.241567654322525,22.5,21.5,0.83,4.1,scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,1,0,0,0,0,0,california everything,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.23685624780129297,-0.41943771557400883,-0.256936345541834,1
